datetime,2,3,4,5,7,8,9,B,main contact,
2018-04-16 13:33:02.0,-69,-59,-65,-57,-27,-61,-57,,7
2018-04-16 13:33:03.0,-57,-63,-66,-64,-25,-63,-63,,7
2018-04-16 13:33:04.0,-64,,-58,-63,-24,-61,-58,,7
2018-04-16 13:33:05.0,-62,-56,-63,-66,-27,-60,-58,,7
2018-04-16 13:33:06.0,-59,-55,-61,-64,-25,,-68,,7
2018-04-16 13:33:07.0,-60,-63,-64,-66,-28,-62,-60,,7
2018-04-16 13:33:08.0,-68,-61,-60,-65,-27,-61,-58,,7
2018-04-16 13:33:09.0,-59,-60,,-64,-25,-64,-59,,7
2018-04-16 13:33:10.0,-59,-59,,-67,-25,-64,-56,,7
2018-04-16 13:33:11.0,-65,-56,-68,-63,-27,-66,-61,,7
2018-04-16 13:33:12.0,-66,-62,-68,-65,-27,-62,-56,,7
2018-04-16 13:33:13.0,-62,-64,-65,-65,-25,-64,-58,,7
2018-04-16 13:33:14.0,-64,-57,,-66,-27,-62,-60,-68,7
2018-04-16 13:33:15.0,-59,-59,-63,-68,-27,-60,-57,,7
2018-04-16 13:33:16.0,-60,-62,-56,,-24,-60,-60,,7
2018-04-16 13:33:17.0,-66,-60,-65,-66,-27,,-60,,7
2018-04-16 13:33:18.0,-60,-54,-63,,-25,-62,-55,,7
2018-04-16 13:33:19.0,-61,-54,,-61,-24,-62,-65,,7
2018-04-16 13:33:20.0,,-62,-50,-67,-27,-68,-62,,7
2018-04-16 13:33:21.0,,,,,,,,,7
2018-04-16 13:33:22.0,-59,-49,-66,,-25,-61,-56,,7
2018-04-16 13:33:23.0,-67,-46,-60,-57,-27,-63,-59,,7
2018-04-16 13:33:24.0,-60,-49,-68,-60,-25,-69,-57,,7
2018-04-16 13:33:25.0,-69,-57,-58,-54,-24,-62,-67,-58,7
2018-04-16 13:33:26.0,-67,-62,-59,-54,-27,-60,-64,,7
2018-04-16 13:33:27.0,-60,-55,-60,-55,-25,-63,-55,,7
2018-04-16 13:33:28.0,-59,-59,-57,-64,-24,-62,-56,,7
2018-04-16 13:33:29.0,-67,-62,-67,-68,-27,-61,-59,,7
2018-04-16 13:33:30.0,-59,-48,-67,-63,-25,-63,-57,-59,7
2018-04-16 13:33:31.0,-60,-56,-62,-59,-27,-65,-59,,7
